PUF_ID,sample,fed_poverty,fwb_score,fwb1_handle_expense,fwb2_secure_future,fwb3_things_i_want,fwb4_enjoy_life,fwb5_just_getting_by,fwb6_worried_savings,fwb2_1_gift_strain,fwb2_2_money_left,fwb2_3_behind_finances,fwb2_4_control_life,fin_skill_score,housing_own_rent,house_cost_range,savings_range,have_account,have_health_ins,have_retire_acct,have_pension,payday_loan,pawn_car_title_loan,check_cashing,disrespect_fin_services,hardship_food_worried,hardship_food_ran_out,hardship_housing,hardship_healthcare,hardship_medicine,hardship_utilities,rejected_credit,could_access_2000,shock_lost_job,shock_foreclosure,health,age_category,generation,education,ethnicity,gender,household_size,household_income,marital_status,MSA_status,final_weight
9451,Age 62+ oversample,200%+ FPL,95,Completely,Completely,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Never,63,I own my home,"$2,000 or more",Prefer not to say,Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.305977967
9452,Age 62+ oversample,200%+ FPL,64,Very well,Very well,Very little,Very well,Very little,Very little,Rarely,Often,Never,Sometimes,49,I own my home,Prefer not to say,Prefer not to say,Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$150,000 or more",Married,Metro,0.589904769
8535,General population,200%+ FPL,67,Somewhat,Completely,Very little,Very well,Somewhat,Somewhat,Never,Always,Never,Never,75,I own my home,$500-749,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$60,000 to $74,999",Divorced/Separated,Non-Metro,1.043501214
13657,General population,<100% FPL,40,Very little,Very little,Very well,Very little,Very well,Very well,Often,Rarely,Sometimes,Sometimes,29,I rent,$750-999,$1-99,Yes,No,No,No,No,No,Yes,Never,Never,Sometimes,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Fair,45-54,Boomer,Less than high school,"Other, Non-Hispanic",Male,1,"Less than $20,000",Never married,Metro,2.111298329
9705,General population,200%+ FPL,75,Very well,Completely,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Always,70,I own my home,"$1,000-1,499","$20,000-74,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Gen X,Bachelors degree,"White, Non-Hispanic",Male,5+,"$100,000 to $149,999",Married,Non-Metro,0.779704373
8973,General population,200%+ FPL,65,Somewhat,Somewhat,Very little,Completely,Very little,Very well,Never,Always,Never,Rarely,61,I own my home,"$1,500-1,999","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,25-34,Millennial,Some college/Associate,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,1.313186309
14320,General population,100%-199% FPL,61,Very well,Very well,Very little,Very well,Very little,Very little,Never,Often,Rarely,Often,66,I rent,$300-499,Refused,No,No,No,No,No,No,No,Refused,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Gen X,High school degree/GED,"Black, Non-Hispanic",Male,2,"Less than $20,000",Divorced/Separated,Metro,1.452138292
9453,General population,200%+ FPL,62,Very well,Very well,Very little,Very well,Very little,Somewhat,Rarely,Often,Rarely,Rarely,48,I own my home,$300-499,"$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Non-Metro,0.584891118
11842,Age 62+ oversample,200%+ FPL,54,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Rarely,Rarely,52,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,No,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,70-74,Pre-Boomer,Bachelors degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.669932746
12901,General population,200%+ FPL,58,Somewhat,Very well,Somewhat,Somewhat,Very little,Somewhat,Rarely,Always,Rarely,Rarely,45,I own my home,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,45-54,Boomer,Some college/Associate,"White, Non-Hispanic",Female,1,"$100,000 to $149,999",Married,Metro,1.301506535
12854,Age 62+ oversample,200%+ FPL,56,Somewhat,Very well,Very little,Very well,Very well,Very well,Rarely,Often,Rarely,Sometimes,51,I own my home,Less than $300,"$1,000-4,999",Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$60,000 to $74,999",Married,Metro,0.28954962
9933,General population,100%-199% FPL,48,Very little,Somewhat,Somewhat,Somewhat,Very well,Very well,Sometimes,Rarely,Sometimes,Rarely,52,I own my home,$500-749,"$20,000-74,999",Yes,No,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"Less than $20,000",Divorced/Separated,Metro,0.801111927
8329,Age 62+ oversample,100%-199% FPL,55,Somewhat,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Never,Rarely,33,I own my home,Less than $300,"$20,000-74,999",Yes,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$20,000 to $29,999",Married,Non-Metro,0.903341018
9706,General population,200%+ FPL,74,Very little,Completely,Very little,Completely,Very little,Very little,Never,Always,Never,Never,56,I own my home,$750-999,"$5,000-19,999",No,No,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.425747787
8330,General population,200%+ FPL,41,Not at all,Not at all,Very well,Somewhat,Somewhat,Completely,Always,Sometimes,Rarely,Sometimes,55,I rent,$500-749,0,No,No,No,No,No,No,No,Rarely,Sometimes,Sometimes,Never,Sometimes,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Fair,25-34,Millennial,Less than high school,"White, Non-Hispanic",Female,5+,"$60,000 to $74,999",Divorced/Separated,Metro,1.605357036
14367,General population,200%+ FPL,56,Somewhat,Very well,Somewhat,Very well,Very little,Very well,Never,Often,Often,Rarely,40,I own my home,"$1,500-1,999","$75,000 or more",Yes,No,Yes,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,45-54,Gen X,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Widowed,Metro,0.576822756
10147,General population,200%+ FPL,62,Very well,Very well,Not at all,Somewhat,Not at all,Somewhat,Rarely,Sometimes,Rarely,Rarely,54,I own my home,Prefer not to say,"$75,000 or more",Yes,No,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Yes,No,Very good,55-61,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,3,"$100,000 to $149,999",Married,Metro,0.801507025
11102,General population,200%+ FPL,50,Somewhat,Somewhat,Very well,Somewhat,Very well,Very well,Sometimes,Often,Never,Sometimes,56,I own my home,$500-749,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$30,000 to $39,999",Married,Metro,0.566556007
13447,General population,200%+ FPL,60,Somewhat,Very well,Very little,Very well,Very little,Very little,Never,Rarely,Rarely,Sometimes,48,I own my home,"$2,000 or more","$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Gen X,Graduate/professional degree,"White, Non-Hispanic",Male,1,"$150,000 or more",Never married,Metro,0.719250277
11509,General population,200%+ FPL,52,Very little,Somewhat,Somewhat,Very well,Somewhat,Somewhat,Sometimes,Sometimes,Rarely,Sometimes,41,I own my home,$500-749,"$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Female,1,"$30,000 to $39,999",Divorced/Separated,Metro,0.771035484
13901,General population,200%+ FPL,57,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Very well,Rarely,Sometimes,Rarely,Rarely,35,I own my home,Less than $300,"$20,000-74,999",No,No,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,70-74,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Metro,0.528783553
10920,General population,200%+ FPL,53,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Very little,Rarely,Rarely,Rarely,Often,41,I own my home,$750-999,I dont know,Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably not come up with $2,000",No,No,Good,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$40,000 to $49,999",Married,Metro,0.692791033
12168,General population,200%+ FPL,84,Completely,Completely,Not at all,Completely,Not at all,Completely,Never,Always,Never,Never,68,I rent,$500-749,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,Yes,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,High school degree/GED,"White, Non-Hispanic",Female,1,"$30,000 to $39,999",Widowed,Metro,0.679425764
7322,General population,100%-199% FPL,48,Very little,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Sometimes,Sometimes,42,I own my home,$300-499,$1-99,No,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,I dont know,No,No,Very good,45-54,Gen X,High school degree/GED,"White, Non-Hispanic",Female,2,"$20,000 to $29,999",Married,Non-Metro,1.38202114
13856,General population,100%-199% FPL,61,Somewhat,Very well,Somewhat,Somewhat,Very well,Somewhat,Rarely,Often,Never,Never,47,I rent,"$1,000-1,499","$1,000-4,999",Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I could probably not come up with $2,000",No,No,Very good,70-74,Pre-Boomer,High school degree/GED,"White, Non-Hispanic",Female,1,"Less than $20,000",Divorced/Separated,Metro,0.915283436
10769,Age 62+ oversample,200%+ FPL,42,Somewhat,Somewhat,Completely,Completely,Somewhat,Completely,Often,Sometimes,Never,Always,80,I own my home,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,4,"$60,000 to $74,999",Married,Metro,0.518039919
11843,General population,200%+ FPL,76,Completely,Completely,Not at all,Completely,Not at all,Very little,Never,Always,Never,Rarely,82,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,45-54,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$40,000 to $49,999",Married,Metro,1.2306206
10569,Age 62+ oversample,200%+ FPL,75,Very well,Very well,Not at all,Very well,Not at all,Very little,Never,Often,Never,Rarely,71,I own my home,$750-999,"$20,000-74,999",Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,1,"$50,000 to $59,999",Widowed,Metro,0.646088093
10570,General population,200%+ FPL,72,Very well,Very well,Very little,Completely,Not at all,Very little,Never,Often,Never,Rarely,67,I own my home,Less than $300,"$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$75,000 to $99,999",Married,Metro,0.214625862
8008,General population,200%+ FPL,86,Completely,Completely,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Never,71,I own my home,Less than $300,"$75,000 or more",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,55-61,Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.670269722
12975,General population,<100% FPL,53,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Rarely,Sometimes,Sometimes,Rarely,47,I do not currently own or rent,$500-749,Prefer not to say,Yes,No,No,No,No,No,No,Rarely,Never,Never,Sometimes,Never,Never,Never,No,"I could probably not come up with $2,000",Yes,No,Fair,25-34,Millennial,High school degree/GED,"White, Non-Hispanic",Male,1,"Less than $20,000",Never married,Metro,1.196228355
10367,Age 62+ oversample,200%+ FPL,57,Somewhat,Somewhat,Very little,Somewhat,Completely,Somewhat,Rarely,Often,Rarely,Rarely,50,I own my home,"$1,500-1,999","$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.428443647
11626,General population,<100% FPL,41,Not at all,Very little,Somewhat,Very well,Completely,Very little,Always,Rarely,Sometimes,Sometimes,59,I do not currently own or rent,Less than $300,$100-999,Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,18-24,Millennial,Some college/Associate,"White, Non-Hispanic",Male,5+,"$20,000 to $29,999",Never married,Metro,0.482664698
7867,Age 62+ oversample,200%+ FPL,59,Somewhat,Very well,Not at all,Very well,Very well,Somewhat,Rarely,Often,Rarely,Sometimes,56,I own my home,$500-749,I dont know,Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Good,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$40,000 to $49,999",Married,Metro,0.488926027
11627,General population,200%+ FPL,62,Somewhat,Somewhat,Very little,Somewhat,Very little,Very well,Never,Often,Rarely,Rarely,49,I own my home,"$2,000 or more","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Good,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Female,1,"$100,000 to $149,999",Widowed,Metro,0.810563296
10921,Age 62+ oversample,200%+ FPL,42,Very little,Very little,Very well,Very little,Very well,Completely,Sometimes,Sometimes,Sometimes,Often,39,I own my home,$500-749,"$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Yes,"I could probably come up with $2,000",No,No,Fair,70-74,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$30,000 to $39,999",Married,Non-Metro,0.576839323
9454,General population,200%+ FPL,58,Somewhat,Somewhat,Somewhat,Somewhat,Very little,Somewhat,Rarely,Often,Rarely,Rarely,48,I own my home,$500-749,"$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.575133126
13792,General population,<100% FPL,16,Not at all,Very little,Completely,Not at all,Completely,Completely,Always,Never,Always,Always,29,I do not currently own or rent,Prefer not to say,0,No,No,Yes,No,No,Yes,Yes,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Yes,"I am certain I could not come up with $2,000",No,No,Fair,45-54,Gen X,High school degree/GED,"Black, Non-Hispanic",Female,2,"Less than $20,000",Living with partner,Metro,1.151467604
8739,General population,100%-199% FPL,30,Not at all,Somewhat,Very well,Very little,Completely,Completely,Often,Rarely,Always,Always,39,I do not currently own or rent,$750-999,"$1,000-4,999",Yes,No,No,No,Yes,No,No,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Yes,"I could probably come up with $2,000",No,No,Poor,25-34,Millennial,High school degree/GED,"White, Non-Hispanic",Female,5+,"$50,000 to $59,999",Divorced/Separated,Metro,1.663064991
13076,General population,200%+ FPL,68,Very well,Very well,Very little,Very well,Not at all,Very little,Rarely,Always,Never,Rarely,50,I own my home,Less than $300,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$75,000 to $99,999",Widowed,Metro,0.279248193
8009,General population,200%+ FPL,36,Not at all,Very little,Very well,Very little,Somewhat,Very well,Often,Never,Always,Often,43,I do not currently own or rent,Prefer not to say,$100-999,Yes,Yes,No,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,25-34,Millennial,Bachelors degree,"White, Non-Hispanic",Female,2,"$60,000 to $74,999",Never married,Metro,0.849523959
9707,General population,200%+ FPL,26,Not at all,Not at all,Very well,Very little,Completely,Completely,Always,Never,Often,Always,24,I rent,$500-749,$100-999,Yes,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Sometimes,Sometimes,Never,Yes,"I could probably not come up with $2,000",No,No,Fair,35-44,Gen X,High school degree/GED,"White, Non-Hispanic",Male,1,"$30,000 to $39,999",Never married,Metro,1.085490033
11935,General population,200%+ FPL,56,Somewhat,Very well,Very little,Very well,Very little,Very well,Rarely,Often,Rarely,Sometimes,51,I own my home,"$1,500-1,999","$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Gen X,Graduate/professional degree,"Other, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.983808484
12359,Age 62+ oversample,200%+ FPL,61,Very well,Very well,Very little,Very well,Very little,Very little,Rarely,Often,Rarely,Sometimes,55,I own my home,$500-749,"$5,000-19,999",Yes,Yes,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$60,000 to $74,999",Divorced/Separated,Metro,0.606792234
9934,General population,200%+ FPL,69,Very well,Very well,Very little,Very well,Very little,Very little,Never,Often,Never,Rarely,54,I own my home,Refused,"$20,000-74,999",Yes,Yes,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Non-Metro,0.538042993
9708,Age 62+ oversample,200%+ FPL,63,Very well,Very well,Very little,Very well,Very little,Very little,Rarely,Often,Rarely,Rarely,58,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$50,000 to $59,999",Married,Metro,0.353565344
12812,General population,200%+ FPL,48,Very little,Somewhat,Somewhat,Somewhat,Somewhat,Completely,Sometimes,Sometimes,Rarely,Sometimes,37,I own my home,$500-749,"$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Sometimes,Sometimes,Never,Often,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,55-61,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.982312072
13806,General population,<100% FPL,38,Very little,Completely,Completely,Somewhat,Completely,Very little,Often,Always,Often,Often,43,I rent,$750-999,0,No,No,No,No,No,No,No,Sometimes,Often,Often,Never,Never,Often,Often,Yes,I dont know,No,No,Excellent,25-34,Millennial,Less than high school,"Black, Non-Hispanic",Male,2,"Less than $20,000",Never married,Metro,3.70571709
10148,General population,100%-199% FPL,36,Not at all,Very little,Very well,Somewhat,Completely,Very well,Often,Rarely,Often,Often,57,I own my home,$500-749,$100-999,Yes,No,No,No,No,No,No,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,No,"I am certain I could not come up with $2,000",Yes,No,Fair,35-44,Millennial,Some college/Associate,Hispanic,Male,4,"$30,000 to $39,999",Married,Metro,0.809197945
11239,General population,200%+ FPL,70,Completely,Very well,Very little,Very well,Very little,Very little,Never,Often,Never,Rarely,71,I own my home,Less than $300,"$75,000 or more",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.5284513
11628,General population,100%-199% FPL,31,Not at all,Not at all,Completely,Very little,Completely,Completely,Sometimes,Rarely,Always,Often,33,I rent,"$1,000-1,499",$100-999,Yes,Yes,Yes,No,No,No,No,Never,Sometimes,Often,Sometimes,Never,Often,Never,Yes,"I am certain I could not come up with $2,000",Yes,No,Fair,35-44,Gen X,High school degree/GED,Hispanic,Male,5+,"$30,000 to $39,999",Living with partner,Metro,0.829407707
13782,General population,200%+ FPL,49,Very little,Somewhat,Very well,Very little,Very little,Somewhat,Rarely,Sometimes,Sometimes,Often,32,I own my home,$750-999,"$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Sometimes,Never,Never,Sometimes,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,35-44,Gen X,Some college/Associate,"White, Non-Hispanic",Female,4,"$75,000 to $99,999",Married,Non-Metro,1.362302747
10770,General population,200%+ FPL,31,Not at all,Not at all,Not at all,Very little,Not at all,Completely,Always,Never,Always,Always,43,I own my home,$500-749,$1-99,Yes,Yes,No,No,No,No,No,Sometimes,Often,Often,Never,Often,Sometimes,Never,No,"I am certain I could not come up with $2,000",No,No,Fair,45-54,Gen X,Some college/Associate,Hispanic,Female,2,"$50,000 to $59,999",Married,Metro,1.013908141
12169,General population,200%+ FPL,35,Not at all,Very little,Completely,Somewhat,Very little,Completely,Often,Rarely,Often,Often,45,I own my home,"$1,500-1,999",Prefer not to say,Yes,Yes,No,No,Yes,No,No,Never,Never,Never,Never,Sometimes,Sometimes,Never,No,I dont know,Yes,No,Excellent,45-54,Gen X,Bachelors degree,"White, Non-Hispanic",Male,4,"$100,000 to $149,999",Married,Metro,0.618625259
10571,General population,200%+ FPL,75,Very well,Completely,Not at all,Completely,Not at all,Very little,Never,Always,Never,Rarely,52,I own my home,$750-999,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,55-61,Boomer,Bachelors degree,"White, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.838544919
8974,General population,200%+ FPL,69,Very well,Very well,Very little,Completely,Not at all,Very little,Rarely,Always,Never,Rarely,60,I own my home,"$1,500-1,999","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,70-74,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.478042815
10368,General population,200%+ FPL,59,Completely,Very well,Very little,Somewhat,Somewhat,Very little,Rarely,Often,Rarely,Rarely,58,I own my home,"$2,000 or more","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Millennial,Graduate/professional degree,"White, Non-Hispanic",Male,5+,"$100,000 to $149,999",Married,Metro,0.500558823
11629,General population,200%+ FPL,49,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Sometimes,Sometimes,42,I rent,$500-749,"$5,000-19,999",No,Yes,Yes,No,No,No,Yes,Sometimes,Never,Never,Never,Never,Never,Never,Yes,I dont know,No,No,Fair,45-54,Boomer,High school degree/GED,"Black, Non-Hispanic",Female,3,"$75,000 to $99,999",Widowed,Metro,1.6368958
8536,General population,200%+ FPL,63,Somewhat,Somewhat,Very little,Very well,Very well,Somewhat,Never,Often,Never,Rarely,53,I own my home,Less than $300,"$75,000 or more",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,3,"$100,000 to $149,999",Married,Metro,0.967696668
8010,General population,200%+ FPL,54,Somewhat,Completely,Very little,Very well,Very well,Somewhat,Rarely,Sometimes,Rarely,Sometimes,70,I own my home,"$2,000 or more","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,45-54,Boomer,Bachelors degree,"White, Non-Hispanic",Male,4,"$150,000 or more",Married,Metro,0.815617649
14303,General population,200%+ FPL,44,Somewhat,Somewhat,Very well,Somewhat,Somewhat,Completely,Sometimes,Rarely,Rarely,Often,41,I own my home,"$2,000 or more","$5,000-19,999",No,No,No,No,No,No,No,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,"I am certain I could come up with the full $2,000",No,No,Very good,55-61,Boomer,Bachelors degree,"White, Non-Hispanic",Male,2,"$75,000 to $99,999",Married,Metro,0.700002011
12642,General population,<100% FPL,33,Very little,Somewhat,Somewhat,Very little,Very well,Completely,Always,Rarely,Always,Often,39,I rent,Less than $300,0,No,No,No,No,No,No,No,Rarely,Sometimes,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Fair,25-34,Millennial,Less than high school,"Black, Non-Hispanic",Female,2,"Less than $20,000",Living with partner,Metro,1.203019653
9455,General population,200%+ FPL,78,Completely,Completely,Very little,Completely,Not at all,Not at all,Never,Always,Never,Never,85,I own my home,"$2,000 or more","$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Gen X,Bachelors degree,Hispanic,Male,1,"$150,000 or more",Divorced/Separated,Metro,1.110763288
