PUF_ID,fwb2_2_money_left,savings_range,have_account,have_health_ins,payday_loan,pawn_car_title_loan,disrespect_fin_services,hardship_food_ran_out,hardship_housing,rejected_credit,could_access_2000,health,generation,education,ethnicity,household_income,final_weight
11363,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,Yes,"I could probably come up with $2,000",Fair,Boomer,Less than high school,"Other, Non-Hispanic","$40,000 to $49,999",0.977345991
11505,Always,"$5,000-19,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"Black, Non-Hispanic","$30,000 to $39,999",0.564507986
12599,Sometimes,Prefer not to say,Yes,No,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.93791212
11096,Never,0,Yes,No,No,No,Often,Often,Often,No,"I am certain I could not come up with $2,000",Fair,Boomer,Some college/Associate,"White, Non-Hispanic","Less than $20,000",0.887237156
13224,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.936678631
12476,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.40340673
7864,Rarely,$100-999,Yes,No,No,No,Sometimes,Never,Never,No,"I could probably not come up with $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.766046524
11233,Always,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Some college/Associate,Hispanic,"$100,000 to $149,999",1.267189169
8732,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Gen X,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",1.638231388
11838,Rarely,$100-999,Yes,Yes,No,No,Never,Sometimes,Never,No,"I am certain I could not come up with $2,000",Fair,Gen X,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.248046717
11730,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",1.067108184
9929,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"Other, Non-Hispanic","$100,000 to $149,999",0.797362017
8531,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.443706095
8964,Sometimes,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Sometimes,No,"I could probably come up with $2,000",Fair,Millennial,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",1.514277535
8733,Always,$100-999,No,No,No,No,Sometimes,Sometimes,Sometimes,Yes,"I am certain I could come up with the full $2,000",Good,Millennial,High school degree/GED,"White, Non-Hispanic","Less than $20,000",1.196228355
14380,Sometimes,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,I dont know,Good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$40,000 to $49,999",0.475006806
11506,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Poor,Gen X,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.715695805
10917,Often,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.613581253
11507,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",0.595705827
10141,Sometimes,Prefer not to say,No,Yes,No,No,Rarely,Never,Never,No,Refused,Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.435971325
11731,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",1.301868208
11732,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",0.71692456
11364,Sometimes,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$60,000 to $74,999",0.467189868
10142,Rarely,$1-99,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.137886349
7396,Often,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.635526605
7397,Rarely,Prefer not to say,No,No,No,No,Sometimes,Never,Never,No,I dont know,Very good,Millennial,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.882867996
8532,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.654091583
9202,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Millennial,Graduate/professional degree,"Other, Non-Hispanic","$150,000 or more",1.996714459
8734,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.792701233
14220,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",1.015863003
11097,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.518039919
8533,Rarely,Prefer not to say,No,No,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Boomer,High school degree/GED,"Black, Non-Hispanic","$75,000 to $99,999",1.114843986
10357,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",0.856647907
11098,Always,"$5,000-19,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",0.616893145
8326,Rarely,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.914842176
7398,Rarely,"$1,000-4,999",Yes,No,No,No,Never,Sometimes,Sometimes,No,"I could probably come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.695188087
9203,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,Hispanic,"$100,000 to $149,999",0.741404271
7865,Never,"$20,000-74,999",Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Yes,"I am certain I could not come up with $2,000",Fair,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",1.056805407
8965,Always,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.476962626
8005,Often,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Sometimes,Never,No,"I could probably not come up with $2,000",Good,Boomer,Some college/Associate,Hispanic,"$20,000 to $29,999",0.57227084
7399,Always,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",1.52598892
12237,Often,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Excellent,Millennial,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",1.406040288
7743,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Bachelors degree,"White, Non-Hispanic","$150,000 or more",0.816679835
11234,Never,"$1,000-4,999",Yes,Yes,Yes,No,Never,Never,Never,Yes,"I could probably come up with $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",1.14928859
12678,Rarely,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$40,000 to $49,999",0.597089469
9700,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$20,000 to $29,999",0.721076442
9930,Always,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",0.763245204
12600,Sometimes,$1-99,Yes,Yes,No,No,Rarely,Never,Never,Yes,"I could probably come up with $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.773123772
7125,Often,$100-999,No,No,No,No,Rarely,Often,Never,Yes,"I could probably come up with $2,000",Poor,Gen X,Bachelors degree,"Black, Non-Hispanic","$150,000 or more",1.093935391
11235,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.455129537
13334,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could not come up with $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.675816243
8966,Often,"$75,000 or more",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",0.703622856
13053,Often,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",1.548685254
12308,Rarely,$100-999,Yes,No,No,No,Never,Sometimes,Never,Yes,"I am certain I could not come up with $2,000",Fair,Gen X,Some college/Associate,"White, Non-Hispanic","Less than $20,000",0.637570212
9448,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Millennial,Some college/Associate,"Other, Non-Hispanic","$30,000 to $39,999",1.42695582
13147,Often,Prefer not to say,No,Yes,No,No,Often,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.301506535
12522,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"Black, Non-Hispanic","$150,000 or more",0.882904479
12167,Never,$1-99,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Fair,Gen X,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",1.337705291
9931,Sometimes,Prefer not to say,Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.888012908
12830,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",0.692207249
9204,Always,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",0.585983906
8131,Always,"$75,000 or more",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",0.899822333
10358,Often,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Boomer,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.535159023
13599,Often,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,I dont know,Very good,Gen X,Graduate/professional degree,"Black, Non-Hispanic","Less than $20,000",0.782328363
12422,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.404224225
11099,Sometimes,Prefer not to say,Yes,Yes,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",1.40479529
14301,Sometimes,"$20,000-74,999",No,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",1.136270396
11933,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.307781199
10359,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.774006893
12423,Always,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.400689568
8967,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.914842176
13780,Always,Prefer not to say,Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"Black, Non-Hispanic","$40,000 to $49,999",0.613108793
12563,Rarely,$100-999,Yes,No,No,No,Rarely,Sometimes,Never,No,"I am certain I could not come up with $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","Less than $20,000",0.509924248
13022,Sometimes,I dont know,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.78789632
10143,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",1.123575762
11236,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",1.28059199
10360,Sometimes,"$20,000-74,999",Yes,Yes,No,Yes,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.404224225
11508,Always,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$20,000 to $29,999",0.963932301
8735,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$30,000 to $39,999",0.394714137
8132,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.631576516
9205,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.253963851
8968,Sometimes,"$75,000 or more",Yes,Yes,No,No,Often,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.454609189
7866,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Gen X,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.228567254
9449,Often,"$1,000-4,999",Yes,No,No,No,Never,Never,Never,Yes,"I could probably come up with $2,000",Good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$20,000 to $29,999",0.419506525
9701,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.834041874
8969,Rarely,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"Other, Non-Hispanic","$100,000 to $149,999",0.919734521
8327,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Some college/Associate,"White, Non-Hispanic","$40,000 to $49,999",1.263515475
13086,Never,Prefer not to say,Yes,No,No,Yes,Sometimes,Sometimes,Never,Yes,"I am certain I could not come up with $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",1.550926218
11839,Often,Prefer not to say,Yes,Yes,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,Less than high school,"White, Non-Hispanic","$40,000 to $49,999",1.453358182
10144,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",1.067108184
8970,Never,"$1,000-4,999",Yes,Yes,No,No,Sometimes,Sometimes,Never,Refused,"I am certain I could not come up with $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",1.200411099
10565,Never,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.643888128
13233,Often,"$20,000-74,999",Yes,Yes,No,No,Rarely,Sometimes,Sometimes,No,"I am certain I could come up with the full $2,000",Excellent,Gen X,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",0.766311214
9206,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.617604057
13119,Always,"$75,000 or more",No,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.007236462
9702,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.944791046
8006,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$150,000 or more",0.52032155
13415,Often,$100-999,Yes,No,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Very good,Gen X,Some college/Associate,Hispanic,"Less than $20,000",0.638129849
10918,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.345001951
8133,Always,"$75,000 or more",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Graduate/professional degree,"Other, Non-Hispanic","$150,000 or more",0.664112607
8736,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",1.4191465
13761,Always,"$75,000 or more",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Poor,Boomer,Some college/Associate,Hispanic,"$150,000 or more",1.304475432
10566,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$50,000 to $59,999",0.533833103
10919,Always,"$5,000-19,999",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.428241077
8328,Always,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.992996267
8971,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Graduate/professional degree,"Other, Non-Hispanic","$50,000 to $59,999",0.491166616
8007,Sometimes,$1-99,Yes,No,No,No,Never,Often,Never,Yes,"I am certain I could not come up with $2,000",Good,Millennial,High school degree/GED,"White, Non-Hispanic","Less than $20,000",0.591374765
8737,Often,"$20,000-74,999",Yes,Yes,No,No,Often,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.400155835
13588,Sometimes,I dont know,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",1.108630744
14261,Rarely,0,No,No,No,No,Never,Often,Sometimes,No,"I am certain I could not come up with $2,000",Fair,Millennial,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",1.186607241
10362,Always,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Millennial,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",1.425312185
10766,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Excellent,Boomer,High school degree/GED,"White, Non-Hispanic","$150,000 or more",1.019613632
13320,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.654091583
12937,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,Hispanic,"$150,000 or more",1.100079161
9703,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.426220118
10363,Often,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",1.236300567
11934,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.46789425
9207,Rarely,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Sometimes,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.687186123
10567,Rarely,"$1,000-4,999",Yes,No,No,No,Never,Never,Never,Yes,"I am certain I could not come up with $2,000",Fair,Pre-Boomer,Bachelors degree,Hispanic,"$60,000 to $74,999",0.311584963
9450,Always,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.179328371
12564,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",0.715223801
11100,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.604178083
13590,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Boomer,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.228381387
11237,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Less than high school,"White, Non-Hispanic","$40,000 to $49,999",0.853798892
8534,Rarely,"$5,000-19,999",Yes,No,No,No,Rarely,Never,Never,Yes,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,Hispanic,"$30,000 to $39,999",1.245468136
10767,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Graduate/professional degree,Hispanic,"$40,000 to $49,999",0.295383779
12523,Rarely,$100-999,Yes,No,No,No,Rarely,Never,Never,Yes,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","Less than $20,000",0.746056562
7270,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",1.137233965
9704,Often,"$20,000-74,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",0.375901146
11238,Often,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Bachelors degree,"White, Non-Hispanic","$60,000 to $74,999",1.021607882
10364,Sometimes,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Excellent,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.330118267
9208,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,Yes,"I could probably not come up with $2,000",Good,Millennial,Bachelors degree,Hispanic,"$50,000 to $59,999",0.927699371
10145,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",1.038307211
11101,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.48261295
12309,Often,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Poor,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.428443647
8738,Rarely,"$1,000-4,999",No,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"Other, Non-Hispanic","$150,000 or more",2.813212663
